name,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
Infortel Select,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/isitelemanagementsolutionsllc.isi_infortel?exp=ubp8&tab=Overview,1,1,0,1.0
Dolibarr on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.dolibarr-on-windows-server-2019?exp=ubp8&tab=Overview,3,3,0,1.0
Dolibarr on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.dolibarr-on-windows-server-2016?exp=ubp8&tab=Overview,2,2,0,1.0
Odoo on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.odoo-windows-server-2019?exp=ubp8&tab=Overview,2,2,0,1.0
PostgreSQL on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.postgresql-windows-server-2016?exp=ubp8&tab=Overview,3,3,0,1.0
Cloverleaf Integration,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/inforglobalsolutionsinc1022033-1022033.cloverleaf_integration?exp=ubp8&tab=Overview,2,2,0,1.0
Crowdspector | Big data monetization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/instarea.crowdspector?exp=ubp8&tab=Overview,1,1,0,1.0
Mean.Js On Ubuntu,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.mean_js_ubuntu?exp=ubp8&tab=Overview,3,3,0,1.0
Magalix,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/magalix-agent.magalix_agent?exp=ubp8&tab=Overview,1,1,0,1.0
Data Logistics Cloud™ (DLC™),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/skylab.dlc?exp=ubp8&tab=Overview,1,1,0,1.0
Alfabet for Government,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/softwareaggovernmentsolutions.alfabet?exp=ubp8&tab=Overview,1,1,0,1.0
AngularJS on Ubuntu 18.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.angularjs?exp=ubp8&tab=Overview,2,2,0,1.0
Hubstream Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hubstreaminc.hubintsaas-001?exp=ubp8&tab=Overview,1,1,0,1.0
Salesbook,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/salesbook.salesbook_app?exp=ubp8&tab=Overview,5,5,0,1.0
Automation Anywhere Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/automationanywhere.automationexpress?exp=ubp8&tab=Overview,1000,1000,0,1.0
PixAlert Screen monitor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bioobservationsystemsltd.sm_2919?exp=ubp8&tab=Overview,1,1,0,1.0
DataCurrent,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/civicainfrastructureinc.datacurrent?exp=ubp8&tab=Overview,12,12,0,1.0
ZAP Data Hub For Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zap-bi.zap-am-datahub-byodw?exp=ubp8&tab=Overview,33,33,0,1.0
Tibero 6 Enterprise Edition,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tmaxsoft.tmax-tibero6ee?exp=ubp8&tab=Overview,3,3,0,1.0
"IIS 10 on Windows Server for Python, MySQL and PHP",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.dev-tool-windows-2016?exp=ubp8&tab=Overview,20,20,0,1.0
PriceSynergy advanced eCommerce market analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tailsoftwareltdtradingaspricesynergy.pricesynergy-ecommerce-analytics?exp=ubp8&tab=Overview,1,1,0,1.0
GMP Audit - Good Manufacturing Practice Audit,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/softools.gmpaudit?exp=ubp8&tab=Overview,1,1,0,1.0
FirstHive,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/firsthivetechcorp1593607196786.firsthive_saas?exp=ubp8&tab=Overview,12,12,0,1.0
FirstHive,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/firsthivetechcorp1593607196786.firsthive_saas?exp=ubp8&tab=Overview,12,12,0,1.0
Sympa,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/sympahr.sympahr?exp=ubp8&tab=Overview,1,1,0,1.0
NetSuite Reporting (Suiteapp: ZoneReporting),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/satoritechnologyllc.satori_reporting?exp=ubp8&tab=Overview,1,1,0,1.0
LibreOffice on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.libreoffice-on-windows-server-2019?exp=ubp8&tab=Overview,3,3,0,1.0
Autosphere - Telecom RPA Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mercurialminds.autosphere?exp=ubp8&tab=Overview,1,1,0,1.0
Data Versioning & Lineage for AML with Pachyderm,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pachyderminc1585170006545.pachyderm_aml_enablement?exp=ubp8&tab=Overview,13,13,0,1.0
Axonize Energy Management and Orchestration,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/axonize.axonize-energy-management?exp=ubp8&tab=Overview,3,3,0,1.0
Axon,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/axon.axon_evidence?exp=ubp8&tab=Overview,3,3,0,1.0
Power BI voor Exact Online,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/beye.powerbi-dashboard-voor-exactonline?exp=ubp8&tab=Overview,1,1,0,1.0
Customer Data Connector for Adobe and Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bitbang.sol-33410-wtt?exp=ubp8&tab=Overview,1,1,0,1.0
Explorium External Data Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/explorium1622538050542.explorium_external_data_platform_01?exp=ubp8&tab=Overview,13,13,0,1.0
Passport 360 – Compliance Process Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/passport360.p360_transact_user?exp=ubp8&tab=Overview,1,1,0,1.0
ThinkAutomation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/parkersoftwarelimited1609786657569.thinkautomation?exp=ubp8&tab=Overview,1,1,0,1.0
Usee Data Centric Demand Forecast,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fpt-softwarecoltd1603174390415.fsoft_usee?exp=ubp8&tab=Overview,2,2,0,1.0
Targo Integration Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/exghtssrl.targo_azure?exp=ubp8&tab=Overview,1,1,0,1.0
Lenses.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/lensesioltd.lenses-io?exp=ubp8&tab=Overview,10,10,0,1.0
Brackets On Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.brackets-windows-server-2019?exp=ubp8&tab=Overview,3,3,0,1.0
Geoserver On Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.geoserver-on-windows-server-2019?exp=ubp8&tab=Overview,5,5,0,1.0
Blender 3D On Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.blender-3d-windows-server-2016?exp=ubp8&tab=Overview,17,17,0,1.0
Jenkins On Ubuntu Bionic Beaver,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.jenkins-on-ubuntu-bionic-beaver?exp=ubp8&tab=Overview,21,21,0,1.0
Bluefish Editor on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.bluefish-editor-windows-server-2019?exp=ubp8&tab=Overview,3,3,0,1.0
Brackets,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.brackets-windows-server-2016?exp=ubp8&tab=Overview,4,4,0,1.0
Xampp Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.xampp-windows-server-2019?exp=ubp8&tab=Overview,10,10,0,1.0
Cloud Desktop,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.cloud-desktop?exp=ubp8&tab=Overview,10,10,0,1.0
Xampp,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.xampp-windows-server-2016?exp=ubp8&tab=Overview,6,6,0,1.0
GnuCash on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.guncash-windows-server-2016?exp=ubp8&tab=Overview,3,3,0,1.0
GnuCash on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.guncash-windows-server-2019?exp=ubp8&tab=Overview,2,2,0,1.0
IIS on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.iis-on-windows-server-2016?exp=ubp8&tab=Overview,25,25,0,1.0
Teradata Unity (IntelliSphere),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.teradata-unity-intellisphere-template?exp=ubp8&tab=Overview,3,3,0,1.0
Striim,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/striim.striimfullplatform?exp=ubp8&tab=Overview,1,1,0,1.0
HubStor Test Drive,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hubstor-inc.hubstor-demo?exp=ubp8&tab=Overview,5,5,0,1.0
Cautela Labs Log Management and SOC,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cautelalabs.log_management?exp=ubp8&tab=Overview,2,2,0,1.0
Data Management Accelerator Suite,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blueprint-consulting-services-llc.conduit?exp=ubp8&tab=Overview,1,1,0,1.0
ClickCompliance,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clickcompliance.clickcompliance-azure?exp=ubp8&tab=Overview,3,3,0,1.0
Jenkins-Docker CE on Ubuntu Bionic Beaver,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.jenkins-dockerce-on-ubuntu-bionic-beaver?exp=ubp8&tab=Overview,24,24,0,1.0
quasardb,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/quasardb.quasardb?exp=ubp8&tab=Overview,3,3,0,1.0
ScaleArc for MySQL,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/scalearc.scalearc_mysql-server?exp=ubp8&tab=Overview,1,1,0,1.0
VisualRM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/visualsoft-center.visualrm?exp=ubp8&tab=Overview,2,2,0,1.0
MarkLogic Multi-Model Database: Developer v.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/marklogic.marklogic-developer-9?exp=ubp8&tab=Overview,1,1,0,1.0
Teradata Data Mover (IntelliSphere),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.teradata-data-mover-intellisphere-template?exp=ubp8&tab=Overview,3,3,0,1.0
ScaleArc for SQL Server,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/scalearc.scalearc_sql_server?exp=ubp8&tab=Overview,1,1,0,1.0
NCBI BLAST+ 2.2.31,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ncbi.ncbi-free-2-2-31?exp=ubp8&tab=Overview,1,1,0,1.0
Teradata Data Mover,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/teradata.teradata-data-mover-template?exp=ubp8&tab=Overview,3,3,0,1.0
AISE TensorFlow GPU Production,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/jetware-srl.tensorflow_cuda_production?exp=ubp8&tab=Overview,1,1,0,1.0
Cloudbreak for Hortonworks Data Platform ,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hortonworks.cloudbreak-for-hortonworks-data-platform-st?exp=ubp8&tab=Overview,2,2,0,1.0
Denodo Enterprise Plus (Annual),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-ent_plus-saas-annual?exp=ubp8&tab=Overview,34,35,1,1.0
Striim for Real-Time Integration to SQL Database,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/striim.sqldbintegration?exp=ubp8&tab=Overview,1,1,0,1.0
quasardb cluster,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/quasardb.quasardb-xtp-cluster?exp=ubp8&tab=Overview,3,3,0,1.0
Panorama Necto 16.1 - Business Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/panorama-necto.panorama-necto-16-business-intelligence?exp=ubp8&tab=Overview,18,18,0,1.0
Zoho Sprints,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zohocorp.zohosprints?exp=ubp8&tab=Overview,151,158,7,1.0
Couchbase Sync Gateway Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/couchbase.couchbase-sync-gateway-enterprise?exp=ubp8&tab=Overview,6,6,0,1.0
Couchbase Server Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/couchbase.couchbase-server-enterprise?exp=ubp8&tab=Overview,86,90,4,1.0
Flexera IT Asset Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/flexerasoftware.flexera_flexnet_manager?exp=ubp8&tab=Overview,39,39,0,1.0
Dace IT℠Intelligent Traffic Management 2022,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/daceitdbasensetrafficpulse1579892024934.sense-traffic-pulse-itm-2021?exp=ubp8&tab=Overview,1,1,0,1.0
OpenVINO™ Smart-City Reference Implementation VM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/daceitdbasensetrafficpulse1579892024934.2021-04-16-11?exp=ubp8&tab=Overview,1,1,0,1.0
Theum,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/theumag1596442827072.theumaio?exp=ubp8&tab=Overview,1,1,0,1.0
CENTERSIGHT scale - Your flexible IoT solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/deviceinsightgmbh-4961725.centersight-scale?exp=ubp8&tab=Overview,1,1,0,1.0
"rgOne™, Intelligent Orchestration",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/redpoint-global.redpoint-interaction?exp=ubp8&tab=Overview,1,1,0,1.0
Enterprise - AI Data management platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aimmocoltd1612334092473.aimmo_enterprise?exp=ubp8&tab=Overview,1,1,0,1.0
Conversational BoT,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bitonictechnologylabsprivatelimited-5053986.sol-1873-jyp?exp=ubp8&tab=Overview,1,1,0,1.0
WhoTeach,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/socialthingumsrl1589534581586.whoteach?exp=ubp8&tab=Overview,1,1,0,1.0
Skeyetech,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azurdrones1615973849724.skeyetech?exp=ubp8&tab=Overview,1,1,0,1.0
SlashNext Complete™ Integrated Cloud Messaging Security,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/slashnext1598548183597.slashnext-phishing-protection?exp=ubp8&tab=Overview,31,31,0,1.0
Pachyderm Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pachyderminc1585170006545.pachyderm_enterprise_3?exp=ubp8&tab=Overview,13,13,0,1.0
Chatbot Smart RH,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/alexsyssolutions1582457246899.smartrh_id?exp=ubp8&tab=Overview,1,1,0,1.0
Data Annotation AI/ML - Images Video Text,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/diffgraminc1614713698245.data-annotation-saas?exp=ubp8&tab=Overview,1,1,0,1.0
Senso Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/renatosoftware.senso_cloud_2020?exp=ubp8&tab=Overview,1,1,0,1.0
Game Data Science for Responsible Gambling,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/futureanthemltd1581346827598.gamedatascience_saferplay?exp=ubp8&tab=Overview,1,1,0,1.0
Data Analytics Solution - Boardroom,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fpt-softwarecoltd1603174390415.fsoft_boardroom?exp=ubp8&tab=Overview,1,1,0,1.0
Verloop.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/magiclaneappservicesprivatelimited1606838760867.verloop_ind_1?exp=ubp8&tab=Overview,224,227,3,1.0
Verloop.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/magiclaneappservicesprivatelimited1606838760867.verloop_ind_1?exp=ubp8&tab=Overview,224,227,3,1.0
Skalable Stream - AI driven Invoice Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/defaultpublisherskalable.skalable_stream?exp=ubp8&tab=Overview,2,2,0,1.0
AuraQuantic Starter Plan,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/auraportal.auraquantic-starter-plan?exp=ubp8&tab=Overview,3,3,0,1.0
Yooz,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/yooz1581494864797.yooz?exp=ubp8&tab=Overview,1,1,0,1.0
Photon Commerce PDF Extraction AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/photoncommerce1584479187866.photon?exp=ubp8&tab=Overview,6,6,0,1.0
"MOHR, Cloud based HR system",https://azuremarketplace.microsoft.com/en-us/marketplace/apps/rightfoot1592392062672.mohr?exp=ubp8&tab=Overview,1,1,0,1.0
Symend,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/symendinc.symend_initialoffer_1?exp=ubp8&tab=Overview,1,1,0,1.0
Symend,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/symendinc.symend_initialoffer_1?exp=ubp8&tab=Overview,1,1,0,1.0
Trendalyze - SaaS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/trendalyzecom1595433488183.offer-listing?exp=ubp8&tab=Overview,19,19,0,1.0
DataWeave Commerce Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infoweaveanalyticsprivatelimited1586947967858.dataweave-retail-intelligence?exp=ubp8&tab=Overview,78,78,0,1.0
Vozy,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/vozy1593119673634.lili?exp=ubp8&tab=Overview,20,20,0,1.0
AcuitySpark – Advanced B2B/B2C analytics platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/visionetsystems.acuityspark?exp=ubp8&tab=Overview,2,2,0,1.0
Leges.AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/adddoo.legesai?exp=ubp8&tab=Overview,2,2,0,1.0
Hexplora Healthcare Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hexplora1591977390734.hexplora_analytics_saas?exp=ubp8&tab=Overview,1,1,0,1.0
Customer 360 Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/kocsistem.customer360analytics?exp=ubp8&tab=Overview,2,2,0,1.0
X0PA AI Recruiter,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/x0paai.x0pa_ai_recruiter_transact?exp=ubp8&tab=Overview,31,31,0,1.0
Amelia,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ipsoftincorporated1590591167927.ipsoft_amelia?exp=ubp8&tab=Overview,1,1,0,1.0
X0PA ROOM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/x0paai.x0pa_room_product?exp=ubp8&tab=Overview,31,31,0,1.0
Arkose Labs Fraud Prevention Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/arkoselabs1589934191756.arkoselabs?exp=ubp8&tab=Overview,40,41,1,1.0
Nia Contracts Analysis,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/edgevervesystemsltd.nia_contracts_analysis?exp=ubp8&tab=Overview,4,4,0,1.0
HIVERY Curate,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hivery1584673929611.hivery-propel?exp=ubp8&tab=Overview,1,1,0,1.0
Personetics' Engagement Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/personeticstechnologiesltd.personetics_engage?exp=ubp8&tab=Overview,1,1,0,1.0
Akridata Data Explorer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/akridatainc1591769146629.dataexplorer_saas?exp=ubp8&tab=Overview,1,1,0,1.0
Striim Cloud Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/striim.striim_cloud_enterprise?exp=ubp8&tab=Overview,1,1,0,1.0
ArcGIS Pro,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.pro-byol?exp=ubp8&tab=Overview,172,180,8,1.0
ArcGIS Pro,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.pro-byol?exp=ubp8&tab=Overview,172,180,8,1.0
Denodo Standard (Annual),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-std-saas-annual?exp=ubp8&tab=Overview,34,35,1,1.0
Golang on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.golang-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
Verloop.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/magiclaneappservicesprivatelimited1606838760867.verloop_v1?exp=ubp8&tab=Overview,224,227,3,1.0
Verloop.io,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/magiclaneappservicesprivatelimited1606838760867.verloop_v1?exp=ubp8&tab=Overview,224,227,3,1.0
Observe.AI Contact Center AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/observerazorsharp.observe_ai?exp=ubp8&tab=Overview,191,196,5,1.0
ThroughPut ELITE - Manufacturing and Supply Chain SaaS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/throughput.throughput_elite?exp=ubp8&tab=Overview,1,1,0,1.0
Blue Prism Intelligent Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blueprismlimited-4827145.blueprism?exp=ubp8&tab=Overview,3,3,0,1.0
Outreach Sales Execution Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/outreach.outreach-azure?exp=ubp8&tab=Overview,998,998,0,1.0
Qlik Data Integration Platform (formerly Attunity),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/qlik.qlik_data_integration_platform?exp=ubp8&tab=Overview,125,122,-3,1.0
Qlik Sense,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/qlik.qlik-sense?exp=ubp8&tab=Overview,642,660,18,1.0
Dremio Community Edition,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dremiocorporation.dremio_ce?exp=ubp8&tab=Overview,43,44,1,1.0
Celonis EMS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fncelonis.celonis_ems?exp=ubp8&tab=Overview,1,1,0,1.0
Cisco Catalyst 9800-CL Wireless Controller,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-wlc-basic-template?exp=ubp8&tab=Overview,1,1,0,1.0
Tableau Server,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tableau.tableau-server?exp=ubp8&tab=Overview,1001,1000,-1,1.0
UiPath Orchestrator,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/uipath-5054924.uipath_orchestrator_automated_deployment_webapp?exp=ubp8&tab=Overview,3,3,0,1.0
Prometheus packaged by Data Science Dojo,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/datasciencedojo1586563145740.prometheus1?exp=ubp8&tab=Overview,1,1,0,1.0
Canvass AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/canvassanalyticsinc1617115082696.canvass-ai?exp=ubp8&tab=Overview,3,3,0,1.0
IBM Cloud Pak for Data,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ibm-usa-ny-armonk-hq-6275750-ibmcloud-asperia.cloud-pak-for-data-ibm?exp=ubp8&tab=Overview,86,86,0,1.0
Voicero,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/woopi.voicero?exp=ubp8&tab=Overview,3,3,0,1.0
Data Migrator for Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/wandisco.ldma?exp=ubp8&tab=Overview,2,2,0,1.0
SQL Server 2019 Reporting Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/microsoftpowerbi.ssrs-2019?exp=ubp8&tab=Overview,1,1,0,1.0
Talend Cloud Data Integration,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/talend.talendclouddi?exp=ubp8&tab=Overview,109,109,0,1.0
Data Science Virtual Machine - Windows 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/microsoft-dsvm.dsvm-win-2019?exp=ubp8&tab=Overview,1,1,0,1.0
Ascend Data Automation Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ascend.ascend-io-azure?exp=ubp8&tab=Overview,1,1,0,1.0
Neo4j Enterprise Edition,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/neo4j.neo4j-ee?exp=ubp8&tab=Overview,122,128,6,1.0
Power BI Viewer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bismart.powerbi_viewer_azure_app?exp=ubp8&tab=Overview,1,1,0,1.0
Azure Stream Analytics on IoT Edge,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/microsoft.stream-analytics-on-iot-?exp=ubp8&tab=Overview,13,13,0,1.0
Azure Video Analyzer Edge,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azure-appliedai-services.azure-video-analyzer?exp=ubp8&tab=Overview,1,1,0,1.0
Scriptix speech to text for automatic transcription and subtitling,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zoommedia.speech-to-text?exp=ubp8&tab=Overview,2,2,0,1.0
NVIDIA GPU-Optimized VMI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nvidia.ngc_azure_17_11?exp=ubp8&tab=Overview,1,1,0,1.0
Content Moderator,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesContentModerator?exp=ubp8&tab=Overview,23,22,-1,1.0
ArcGIS Pro,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.arcgis-pro-saas?exp=ubp8&tab=Overview,172,180,8,1.0
ArcGIS Pro,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.arcgis-pro-saas?exp=ubp8&tab=Overview,172,180,8,1.0
QnA Maker,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesQnAMaker?exp=ubp8&tab=Overview,184,187,3,1.0
Face,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesFace?exp=ubp8&tab=Overview,204,205,1,1.0
Computer Vision,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesComputerVision?exp=ubp8&tab=Overview,310,320,10,1.0
Time Series Insights,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.TimeSeriesInsightsEnvironment?exp=ubp8&tab=Overview,87,87,0,1.0
Data Catalog,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.DataCatalogGalleryPackage?exp=ubp8&tab=Overview,46,46,0,1.0
IT Service Management Connector,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.ITSMConnector?exp=ubp8&tab=Overview,6,6,0,1.0
Custom Vision,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.CognitiveServicesCustomVision?exp=ubp8&tab=Overview,45,47,2,1.0
UiPath Enterprise RPA Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/uipath-5054924.uipath_automation_platform?exp=ubp8&tab=Overview,1000,1000,0,1.0
Medius AP Automation for Dynamics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mediussoftwareinc.mediusincbusinessspendmanagementsuite?exp=ubp8&tab=Overview,1,1,0,1.0
Smart Inventory Planning and Optimization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/smartsoftwareinc1588106237289.smart-ipo-2021v6?exp=ubp8&tab=Overview,4,3,-1,0.8
