name,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
PBI Portal,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/devscope-1156626.powerbi_portal?exp=ubp8&tab=Overview,2,2,0,1.0
Event Hubs,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.EventHub?exp=ubp8&tab=Overview,108,108,0,1.0
Dynatrace Software Intelligence Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dynatrace.dynatrace-apm?exp=ubp8&tab=Overview,999,999,0,1.0
Denodo Professional (Hourly),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/denodo.denodo-8_0-pro-vm-payg?exp=ubp8&tab=Overview,34,35,1,1.0
Netwrix PolicyPak,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/netwrixcorporation1638479829162.policypak?exp=ubp8&tab=Overview,37,37,0,1.0
Snowflake Data Cloud: Mobilize your data globally,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/snowflake.data_cloud?exp=ubp8&tab=Overview,4,4,0,1.0
ContentKeeper,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/imperosolutionsltd1586255668947.contentkeeper?exp=ubp8&tab=Overview,2,2,0,1.0
HPE OneView for Azure Log Analytics (v1.4.0),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hpe.HPE-OneView-for-Log-Analytics?exp=ubp8&tab=Overview,2,2,0,1.0
CallCabinet Compliance Call Recording & Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/callcabinetcorporation1584393576335.atmos?exp=ubp8&tab=Overview,1,1,0,1.0
Chartnado,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/powdersoftwareinc1650490509965.chartnado_prod_001?exp=ubp8&tab=Overview,1,1,0,1.0
Saleskube,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/samishtiinfotechprivatelimited1630649458320.flashkube_sales?exp=ubp8&tab=Overview,1,1,0,1.0
Analysis Services,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.AnalysisServices?exp=ubp8&tab=Overview,102,102,0,1.0
Microsoft Server Operating Systems Preview,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/microsoftwindowsserver.microsoftserveroperatingsystems-previews?exp=ubp8&tab=Overview,2,2,0,1.0
Enigma2.0,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/xaanaai1595611306073.enigma2?exp=ubp8&tab=Overview,1,1,0,1.0
Customer Cosmos by Tredence | AI-enabled Customer 360 Data Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tredenceinc1629971447744.customer360_cosmos_saas?exp=ubp8&tab=Overview,1,1,0,1.0
DeMT™ Estimate API,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tausbv1667479865417.demt_qe_api_001?exp=ubp8&tab=Overview,1,1,0,1.0
Open Data Blend Datasets,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nimblelearnltd1629303137039.open-data-blend?exp=ubp8&tab=Overview,2,2,0,1.0
Windows Server OS Monitoring [Preview],https://azuremarketplace.microsoft.com/en-us/marketplace/apps/LumagateAS.LumagateASWindowsServerOS?exp=ubp8&tab=Overview,1,1,0,1.0
Upsolver,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/upsolver1594188634150.upsolver?exp=ubp8&tab=Overview,14,14,0,1.0
PostgreSQL on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.postgresql-windows-server-2019?exp=ubp8&tab=Overview,10,10,0,1.0
Azure Data Science Hub - DSVM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ntegralinc1586961136942.ntg_azure_dsvm_1_0_0?exp=ubp8&tab=Overview,1,1,0,1.0
Cisco Catalyst 8000V Edge Software - Solution Deployment,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-c8000v-basic-template?exp=ubp8&tab=Overview,2,2,0,1.0
Informatica PowerCenter,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.powercenter-1041?exp=ubp8&tab=Overview,67,69,2,1.0
H2O VM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/h2o-ai.h2o-vm?exp=ubp8&tab=Overview,24,24,0,1.0
AVEVA Edge,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aveva1.aveva_edge_scada?exp=ubp8&tab=Overview,12,12,0,1.0
DeMT™ Translate,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tausbv1667479865417.demt_tr_001?exp=ubp8&tab=Overview,1,1,0,1.0
AMG - Adoption 365,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/the-data-prosnet1600347600790.m365adoptionmodule?exp=ubp8&tab=Overview,1,1,0,1.0
DomainTools Iris Investigate for Microsoft Sentinel,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/domaintoolsllc1647901527537.domaintools-iris-investigate?exp=ubp8&tab=Overview,1,1,0,1.0
Qard,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/qard1655287449918.qard?exp=ubp8&tab=Overview,2,2,0,1.0
Zetaris - Federated Query Engine (SaaS),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zetarisptyltd1653890360235.zetaris_the_networked_data_platform?exp=ubp8&tab=Overview,1,1,0,1.0
Aspen SeisEarth,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aspentechnologyhq-1353108.aspen_sse_seisearth?exp=ubp8&tab=Overview,3,3,0,1.0
ArcGIS Insights,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/esri.arcgis-insights?exp=ubp8&tab=Overview,15,15,0,1.0
KNIME on Windows Server 2019,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.knime-on-windows2019?exp=ubp8&tab=Overview,1,1,0,1.0
Postgresql on Debian11,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.postgresql-on-debian11?exp=ubp8&tab=Overview,1,1,0,1.0
Postgresql on Ubuntu18.04TS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.postgresql-on-ubuntu18?exp=ubp8&tab=Overview,1,1,0,1.0
Postgresql on Debian10,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.postgresql-on-debian10?exp=ubp8&tab=Overview,2,2,0,1.0
KNIME on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.knime-on-windows2016?exp=ubp8&tab=Overview,1,1,0,1.0
GEP SMART Sourcing,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gep.gep_sourcing?exp=ubp8&tab=Overview,23,22,-1,1.0
TerminusDB In-Memory Document Graph Database,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/terminusdb1606769310168.terminusdb_vm?exp=ubp8&tab=Overview,1,1,0,1.0
GEP SMART Contract Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/gep.gep_contracts?exp=ubp8&tab=Overview,23,22,-1,1.0
Cherwell Asset Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cherwell.express-software-manager?exp=ubp8&tab=Overview,16,16,0,1.0
Batch AI Service (Retired),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/Microsoft.BatchAI?exp=ubp8&tab=Overview,4,4,0,1.0
Semarchy xDM - Quick Start VM,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/semarchy.xdm?exp=ubp8&tab=Overview,21,21,0,1.0
Glances on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.glances-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
Toloka Data Labeling Platform and Adaptive AutoML,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tolokaai1653050813339.toloka_e-commerce?exp=ubp8&tab=Overview,1,1,0,1.0
Tesseract on Centos7.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.tesseract-on-centos7?exp=ubp8&tab=Overview,1,1,0,1.0
Rust on Centos7.9,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.rust-on-centos7?exp=ubp8&tab=Overview,1,1,0,1.0
Tesseract on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.tesseract-on-ubuntu20?exp=ubp8&tab=Overview,1,1,0,1.0
Canvass AI Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/canvassanalytics.canvass-ai-platform?exp=ubp8&tab=Overview,3,3,0,1.0
HMX Corporation Tax Intelligence System,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/smartcloud.smartcloud-tax-intelligence-trial-app?exp=ubp8&tab=Overview,1,1,0,1.0
Predictive_Analytics_Marketing_Supply-Planning,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/singular_intelligence.singular_intelligence_ai?exp=ubp8&tab=Overview,1,1,0,1.0
Segmentify,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/segmentify-5042105.register?exp=ubp8&tab=Overview,62,63,1,1.0
Speechmatics | Speech API | Most Accurate and Inclusive Speech Technology,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/speechmatics.speechmatics-v2-saas?exp=ubp8&tab=Overview,1,1,0,1.0
Smati,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/hxperience.smati?exp=ubp8&tab=Overview,1,1,0,1.0
THEMIS IA,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/heluxsystems.001?exp=ubp8&tab=Overview,2,2,0,1.0
Digital Contracting SDK by Signzy,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/signzy1582699295075.signzy_api?exp=ubp8&tab=Overview,1,1,0,1.0
UiPath Process Mining 22.4,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/uipath-5054924.uipath_process_mining?exp=ubp8&tab=Overview,69,70,1,1.0
Optelos Enterprise Asset Advisor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/optelos1580397055826.enterprise_asset_advisor?exp=ubp8&tab=Overview,1,1,0,1.0
Symanto Insights Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/symantoresearchgmbhcokg1579778781216.sol-5286-zd?exp=ubp8&tab=Overview,2,2,0,1.0
Visual Search from Particular Audience,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/particularaudience1581409218495.pa-vs?exp=ubp8&tab=Overview,1,1,0,1.0
Intelli-Bot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apar.intelli-bot?exp=ubp8&tab=Overview,1,1,0,1.0
Kespry Perception Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/kespryinc.kespry_perception_analytics?exp=ubp8&tab=Overview,4,4,0,1.0
Beamy - Tech Intelligence Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/beamy.beamy?exp=ubp8&tab=Overview,1,1,0,1.0
BotCore - Enterprise Chatbot Builder,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/acuvatesoftwareltd-3515073.botcore?exp=ubp8&tab=Overview,1,1,0,1.0
IT Helpdesk Bot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/acuvatesoftwareltd-3515073.itbot?exp=ubp8&tab=Overview,6,6,0,1.0
EBO Artificial Intelligence Virtual Agents,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ebo.ebo_ai?exp=ubp8&tab=Overview,1,1,0,1.0
Sayint,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zen3infosolutions.saas001?exp=ubp8&tab=Overview,10,10,0,1.0
Text Analytics & Sentiment Analysis API,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/proxmedia.text2data_api?exp=ubp8&tab=Overview,1,1,0,1.0
Keboola Risk Innovation Workbench,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/keboola_llc.keboola_risk_workbench?exp=ubp8&tab=Overview,87,90,3,1.0
X0PA AI Academia,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/x0paai.x0paai_grad-hiring?exp=ubp8&tab=Overview,31,31,0,1.0
Ai-DBA,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fardsolutions.ai-dba?exp=ubp8&tab=Overview,1,1,0,1.0
Nulia Works – Unlock the value of Microsoft 365,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nulia.nulia-offer-1?exp=ubp8&tab=Overview,2,2,0,1.0
Samba.ai,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/diffsolutionssro.samba?exp=ubp8&tab=Overview,4,4,0,1.0
METIS - Maritime Digital Transformation Solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/metis.metis_id?exp=ubp8&tab=Overview,1,1,0,1.0
Aptivio Opportunity Signal Mining for Microsoft,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aptivio.aptivio-market-monitor-for-sales?exp=ubp8&tab=Overview,1,1,0,1.0
Navisphere® Vision,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/chrobinsonworldwide.navispherevision?exp=ubp8&tab=Overview,2,2,0,1.0
Workativ Assistant,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/workativ.workativ_assistant?exp=ubp8&tab=Overview,2,2,0,1.0
Observe.AI Voice Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/observerazorsharp.observeai-voice_ai_platform_for_call_centers?exp=ubp8&tab=Overview,192,197,5,1.0
Singula® Subscriber Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/paywizard.singula-1?exp=ubp8&tab=Overview,1,1,0,1.0
AssistEdge RPA,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/edgevervesystemsltd.assistedge_rpa?exp=ubp8&tab=Overview,12,12,0,1.0
CloudPronouncer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/devissoftware.cloudpronouncer?exp=ubp8&tab=Overview,1,1,0,1.0
VeriPark Next Best Action,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/veripark_solutions.veripark_nba?exp=ubp8&tab=Overview,5,5,0,1.0
Digital Elevation Model API - Terrainizer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/devissoftware.terrainizer?exp=ubp8&tab=Overview,1,1,0,1.0
HoloBuilder,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/holobuilder.holobuilder?exp=ubp8&tab=Overview,13,13,0,1.0
TIBCO Data Science,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tibco-software.tibco-datascience?exp=ubp8&tab=Overview,40,40,0,1.0
BI.Qube,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/llcitpro.biqube?exp=ubp8&tab=Overview,1,1,0,1.0
Playment,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/playment.playment_fms?exp=ubp8&tab=Overview,11,11,0,1.0
Smart Customer Mobile (SCM®),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/smartenergywater.smartenergywater?exp=ubp8&tab=Overview,1,1,0,1.0
Feedyou Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedyou.feedyou?exp=ubp8&tab=Overview,2,2,0,1.0
Datos,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/datos-health.datos?exp=ubp8&tab=Overview,2,2,0,1.0
Examus proctoring service,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/examus.examusproctoring?exp=ubp8&tab=Overview,3,3,0,1.0
Smart Mobile Workforce (SMW®),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/smartenergywater.smartenergywater1?exp=ubp8&tab=Overview,1,1,0,1.0
Whichit,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/whichitukltd.whichit?exp=ubp8&tab=Overview,1,1,0,1.0
Cognni Information Intelligence for M365,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/shieldox.appsource_freetrial?exp=ubp8&tab=Overview,3,3,0,1.0
Turing Virtual Assistant (BOT),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/turingchallenge.turingbot?exp=ubp8&tab=Overview,1,1,0,1.0
BigPanda AIOps,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bigpandainc.bigpanda?exp=ubp8&tab=Overview,117,117,0,1.0
ToolsGroup Multi-Echelon Inventory Optimization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/toolsgroup.tgmeiodemo?exp=ubp8&tab=Overview,1,1,0,1.0
Stratifyd,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/stratifyd.stratifyd?exp=ubp8&tab=Overview,20,20,0,1.0
StatusToday,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/statustoday.employee-analytics?exp=ubp8&tab=Overview,3,3,0,1.0
Records365,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/recordpoint.r365init?exp=ubp8&tab=Overview,1,1,0,1.0
PrecisionLender,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/precisionlender.precisionlender_pricingandprofitabilitysolution?exp=ubp8&tab=Overview,2,2,0,1.0
PrecisionLender,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/precisionlender.precisionlender_pricingandprofitabilitysolution?exp=ubp8&tab=Overview,2,2,0,1.0
Sensin,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nextonia-4898698.sensin?exp=ubp8&tab=Overview,1,1,0,1.0
MindBridge Ai Auditor,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mind-bridge.mindbridge?exp=ubp8&tab=Overview,15,15,0,1.0
SHELFIE,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/lakeba.shelfie?exp=ubp8&tab=Overview,1,1,0,1.0
Video Hyper-Personalization & Search Solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/linius_technologies.linius_saas?exp=ubp8&tab=Overview,1,1,0,1.0
Pytorch on Ubuntu20.04LTS,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.pytorch-on-ubuntu20?exp=ubp8&tab=Overview,5,5,0,1.0
Dictalogic AI-Powered Cloud Dictation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dictalogic-5116849.dictalogic-ai?exp=ubp8&tab=Overview,1,1,0,1.0
CGI ProperPay,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cgi.d9827e75-9119-45ef-a505-67deec14db48?exp=ubp8&tab=Overview,3,3,0,1.0
Microsoft Professional Program(Open edX on Azure),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/squarenet.mpp?exp=ubp8&tab=Overview,1,1,0,1.0
Epsillion: Document Automation in Word and Excel,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/epsillionsoftwarelimited.epsillion2019?exp=ubp8&tab=Overview,1,1,0,1.0
Chattigo,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/chattigospa-5040248.chattigo?exp=ubp8&tab=Overview,1,1,0,1.0
BEYE Banking Executive Dashboard Solution,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/beye-ltd-5128948.beye-executive-management-dashboards-?exp=ubp8&tab=Overview,1,1,0,1.0
Alphalyr Unified Sales Management Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/alphalyr.agile-management-system?exp=ubp8&tab=Overview,1,1,0,1.0
Admissions Optimizer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/analytikus.leadscoringanalytikus?exp=ubp8&tab=Overview,1,1,0,1.0
ecoBuilding,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/priva.priva-eco?exp=ubp8&tab=Overview,1,1,0,1.0
11Ants,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/11antsanalytics.11antsric_overall?exp=ubp8&tab=Overview,2,2,0,1.0
Aware Employee Insights & Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/wiretap.aware_monitoring?exp=ubp8&tab=Overview,1,1,0,1.0
Voximal Stack,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/ulex.voximal?exp=ubp8&tab=Overview,2,2,0,1.0
H2O Driverless AI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/h2o-ai.h2o-driverles-ai?exp=ubp8&tab=Overview,2,2,0,1.0
Blue Prism Intelligent Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blueprismlimited-4827145.blueprismweb?exp=ubp8&tab=Overview,1,1,0,1.0
Algorithmia Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/algorithmia.algorithmiaenterprise?exp=ubp8&tab=Overview,14,14,0,1.0
Pobuca Experience Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pobuca.pobuca_customer_voice_transactable?exp=ubp8&tab=Overview,1,1,0,1.0
Integrated Audience Analysis,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/affinio.affinio?exp=ubp8&tab=Overview,47,47,0,1.0
Trūata Calibrate - Automated Privacy Risk Assessments,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/truata1612259728221.calibrate?exp=ubp8&tab=Overview,4,4,0,1.0
Symend,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/symendinc.symend_transactable_1?exp=ubp8&tab=Overview,1,1,0,1.0
Symend,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/symendinc.symend_transactable_1?exp=ubp8&tab=Overview,1,1,0,1.0
SmartWithFood,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/smartwithfood.smartwithfood?exp=ubp8&tab=Overview,2,2,0,1.0
Appsurify TestBrain,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/appsurifyinc1606933045773.appsurify3001?exp=ubp8&tab=Overview,3,3,0,1.0
Pachyderm,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/pachyderminc1585170006545.pachyderm-enterprise-license?exp=ubp8&tab=Overview,13,13,0,1.0
Keboola Digital Sandbox,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/keboola_llc.keboola_digital_sandbox?exp=ubp8&tab=Overview,87,90,3,1.0
DataVisor Enterprise ML for Fraud and AML,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/datavisor.datavisor_dvector_uml?exp=ubp8&tab=Overview,1,1,0,1.0
Informatica Enterprise Data Preparation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/informatica.informaica-edp-1041?exp=ubp8&tab=Overview,10,10,0,1.0
Geotrend Market Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/geotrend1595274423582.geotrend_market_intelligence?exp=ubp8&tab=Overview,1,1,0,1.0
Kyligence Cloud,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/kyligence.kyligence-cloud-saas?exp=ubp8&tab=Overview,2,2,0,1.0
Couchbase Server and Sync Gateway,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/couchbase.couchbase-enterprise?exp=ubp8&tab=Overview,86,90,4,1.0
Verint Workforce Optimization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/groupelitecommunicationsinc1620843022650.verint_workforce_optimization?exp=ubp8&tab=Overview,1,1,0,1.0
Classify360,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/congruity360.classify360?exp=ubp8&tab=Overview,2,2,0,1.0
Classify360,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/congruity360.classify360?exp=ubp8&tab=Overview,2,2,0,1.0
MAKANA Python Function,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/mobius_logic-1291876.makana-python-function?exp=ubp8&tab=Overview,1,1,0,1.0
AtScale,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/atscaleinc.atscale?exp=ubp8&tab=Overview,4,4,0,1.0
Grafana - secured and supported by Hossted,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/meanio.linnovate-grafana?exp=ubp8&tab=Overview,1,1,0,1.0
Redash - secured and supported by Hossted,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/meanio.redash?exp=ubp8&tab=Overview,2,2,0,1.0
OpenideaL - secured and supported by Hossted,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/meanio.openideal3?exp=ubp8&tab=Overview,1,1,0,1.0
ZyLAB ONE,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zylab.ediscovery-solution?exp=ubp8&tab=Overview,23,23,0,1.0
Shufti Pro Identity verification KYC AML solutions,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/shuftiprolimited1602758381994.shuftipro_kyc_service?exp=ubp8&tab=Overview,1,1,0,1.0
KLoBot,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/klsoftwaretechnologiesinc1597074413802.ai-chatbot?exp=ubp8&tab=Overview,2,2,0,1.0
KnowledgeLake Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/knowledge-lake.kl_platform?exp=ubp8&tab=Overview,2,2,0,1.0
Aqtiva,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/maticapartners.aqtiva_quality?exp=ubp8&tab=Overview,20,20,0,1.0
UbiOps,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/dutchanalytics1598648686086.ubiops?exp=ubp8&tab=Overview,5,5,0,1.0
AI.SEE,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/elunicag1598277660863.aisee?exp=ubp8&tab=Overview,1,1,0,1.0
DataWeave Brand Analytics,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infoweaveanalyticsprivatelimited1586947967858.dataweave-brand-analytics?exp=ubp8&tab=Overview,78,78,0,1.0
arabot chatbot for Enterprise,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/arabotcompanyltd1595335641194.arabot_1?exp=ubp8&tab=Overview,1,1,0,1.0
Tiliter Recognition API,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tiliterptyltd1593496244090.tiliter?exp=ubp8&tab=Overview,1,1,0,1.0
Context To Call,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/vgroupconsultancyservicesprivatelimited.vgroup_digital?exp=ubp8&tab=Overview,1,1,0,1.0
Hopsworks for Azure,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/logicalclocks1604934742370.hopsworks_azure?exp=ubp8&tab=Overview,2,2,0,1.0
EXASOL Analytics Database (BYOL),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/exasol.exasol-analytics-database-byol?exp=ubp8&tab=Overview,16,16,0,1.0
Panorama Necto - Business Intelligence,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/panorama-necto.panorama-necto-business-intelligence?exp=ubp8&tab=Overview,18,18,0,1.0
Syncfusion Dashboard Server,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/syncfusion.dashboard-server-vm?exp=ubp8&tab=Overview,1,1,0,1.0
Bluefish Editor on Windows Server 2016,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/apps-4-rent.bluefish-editor-windows-server-2016?exp=ubp8&tab=Overview,3,3,0,1.0
CALUMO Corporate Performance Management,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/calumolabsptyltd.calumo-cpm?exp=ubp8&tab=Overview,1,1,0,1.0
Axonize IoT Orchestration Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/axonize.axonize?exp=ubp8&tab=Overview,3,3,0,1.0
Apta-HR,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/aptagrimconsultingllp1644987858185.apta-hr?exp=ubp8&tab=Overview,3,3,0,1.0
Vaultedge Mortgage Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/thinklabsdbavaultedgesoftware1620841709223.vaultedge_mortgage_automation_saas?exp=ubp8&tab=Overview,3,3,0,1.0
TCS Intelligent Power Plant™,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/tataconsultancyservices-iot.tcs_ip2_saas?exp=ubp8&tab=Overview,1,1,0,1.0
OneView,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/onenebulaptyltd-1973161.oneview?exp=ubp8&tab=Overview,2,2,0,1.0
EHSQ Management System,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intelextechnologiesinc.ehsq?exp=ubp8&tab=Overview,18,18,0,1.0
